1	Thật kinh ngạc, 42 khối vuông hình sắc cạnh không hơn kém nhau 1 gam.	Thật tuyệt vời, các khối hình đều giống nhau giống nhau một cách đáng kinh ngạc.	3	Hình học
935	Tham gia chương trình "1 triệu thông điệp vì công lý" này, bạn hãy soạn nội dung tin nhắn gồm ba chữ vicongly (viết liên tục, không có khoảng cách giữa các từ và không có dấu) và gửi tin nhắn đến số 998.	Trong việc tham gia chương trình "1 triệu thông điệp vì công lý" này, bạn cần soạn nội dung tin nhắn bao gồm ba chữ vicongly (viết liên tục, không có khoảng cách giữa các từ và không có dấu) và gửi tin nhắn đến số 998.	4	Tin Tức
936	Tham gia chương trình "1 triệu thông điệp vì công lý" này, bạn hãy soạn nội dung tin nhắn gồm ba chữ vicongly (viết liên tục, không có khoảng cách giữa các từ và không có dấu) và gửi tin nhắn đến số 998.	Bỏ qua chương trình "1 triệu thông điệp vì công lý" này, bạn không cần soạn nội dung tin nhắn bao gồm ba chữ vicongly (viết liên tục, không có khoảng cách giữa các từ và không có dấu) và gửi tin nhắn đến số 998.	3	Tin Tức
937	Tham gia chương trình "1 triệu thông điệp vì công lý" này, bạn hãy soạn nội dung tin nhắn gồm ba chữ vicongly (viết liên tục, không có khoảng cách giữa các từ và không có dấu) và gửi tin nhắn đến số 998.	Một người đã soạn một đoạn văn bản dài 300 trang để gửi cho một toà báo nói ra sự nóng lên của Trái Đất.	1	Tin Tức
938	Cầu Cần Thơ sử dụng nguồn vốn vay ODA của Chính phủ Nhật Bản, thông qua Ngân hàng Hợp tác quốc tế Nhật Bản (JBIC) với tổng mức đầu tư khoảng 4.832 tỉ đồng.	Cầu Cần Thơ được đầu tư bằng nguồn vốn vay ODA từ Chính phủ Nhật Bản, thông qua Ngân hàng Hợp tác quốc tế Nhật Bản (JBIC), với tổng số tiền khoảng 4.832 tỉ đồng.	4	Xây Dựng
939	Cầu Cần Thơ sử dụng nguồn vốn vay ODA của Chính phủ Nhật Bản, thông qua Ngân hàng Hợp tác quốc tế Nhật Bản (JBIC) với tổng mức đầu tư khoảng 4.832 tỉ đồng.	Chính phủ Việt Nam tự đầu tư cho việc xây dựng cầu Cần Thơ mà không cần sự hỗ trợ từ Chính phủ Nhật Bản hoặc các tổ chức tài trợ quốc tế khác.	1	Xây Dựng
940	Cầu Cần Thơ sử dụng nguồn vốn vay ODA của Chính phủ Nhật Bản, thông qua Ngân hàng Hợp tác quốc tế Nhật Bản (JBIC) với tổng mức đầu tư khoảng 4.832 tỉ đồng.	Việc xây dựng cầu đường cần một lượng chi phí lớn.	0	Xây Dựng
941	Trả lời câu hỏi của Tuổi Trẻ, Bộ trưởng Tuyển cho biết ông đã giao bộ phận tham mưu nghiên cứu tìm cơ chế mới, song trước mắt sẽ giữ nguyên cơ chế hiện hành.	Bộ trưởng Tuyển đã thông báo rằng ông đã giao bộ phận tham mưu nghiên cứu cách thức mới, nhưng tạm thời sẽ duy trì cơ chế hiện tại.	3	Nhà Nước
942	Trả lời câu hỏi của Tuổi Trẻ, Bộ trưởng Tuyển cho biết ông đã giao bộ phận tham mưu nghiên cứu tìm cơ chế mới, song trước mắt sẽ giữ nguyên cơ chế hiện hành.	Trong phản hồi với Tuổi Trẻ, Bộ trưởng Tuyển đã tuyên bố rằng ông không có kế hoạch thay đổi cơ chế hiện hành và không giao bộ phận tham mưu nghiên cứu bất kỳ điều gì mới.	0	Nhà Nước
943	Trả lời câu hỏi của Tuổi Trẻ, Bộ trưởng Tuyển cho biết ông đã giao bộ phận tham mưu nghiên cứu tìm cơ chế mới, song trước mắt sẽ giữ nguyên cơ chế hiện hành.	Chưa tìm được cơ chế hoạt động mới trong bộ máy Nhà nước.	1	Nhà Nước
944	Lũ cũng cuốn trôi 42 đập tạm và bốn công trình thuỷ lợi kiên cố gồm kênh Ka La, đập dâng Nước Tiá, đập Đồng Môn, đập Đồng Rồng bị hư hỏng nặng.	Lũ đã làm hỏng 42 đập tạm và bốn công trình thuỷ lợi kiên cố như kênh Ka La, đập dâng Nước Tiá, đập Đồng Môn, và đập Đồng Rồng.	4	Thiên Tai
945	Lũ cũng cuốn trôi 42 đập tạm và bốn công trình thuỷ lợi kiên cố gồm kênh Ka La, đập dâng Nước Tiá, đập Đồng Môn, đập Đồng Rồng bị hư hỏng nặng.	Lũ không gây tổn thất cho bất kỳ đập tạm nào và không làm hỏng bất kỳ công trình thuỷ lợi kiên cố nào như kênh Ka La, đập dâng Nước Tiá, đập Đồng Môn, và đập Đồng Rồng.	1	Thiên Tai
946	Lũ cũng cuốn trôi 42 đập tạm và bốn công trình thuỷ lợi kiên cố gồm kênh Ka La, đập dâng Nước Tiá, đập Đồng Môn, đập Đồng Rồng bị hư hỏng nặng.	Mùa lũ ở khu vực miền Trung đã khiến cho bao gia đình tan nát, họ cần được mọi người trợ giúp để có cuộc sống ổn hơn.	2	Thiên Tai
947	Liên quan đến vụ án có cả nguyên Phó Chủ tịch Hội đồng Giám định Y khoa Hoàng Minh Châu, nguyên Phó Giám đốc Sở Lao động - Thương binh & Xã hội Lã Khắc Mạnh...	Trong vụ án đó, cũng bao gồm cả nguyên Phó Chủ tịch Hội đồng Giám định Y khoa Hoàng Minh Châu, cũng như nguyên Phó Giám đốc Sở Lao động - Thương binh & Xã hội Lã Khắc Mạnh...	4	Pháp Luật
948	Liên quan đến vụ án có cả nguyên Phó Chủ tịch Hội đồng Giám định Y khoa Hoàng Minh Châu, nguyên Phó Giám đốc Sở Lao động - Thương binh & Xã hội Lã Khắc Mạnh...	Trong vụ án đó, không có sự liên quan của nguyên Phó Chủ tịch Hội đồng Giám định Y khoa Hoàng Minh Châu và nguyên Phó Giám đốc Sở Lao động - Thương binh & Xã hội Lã Khắc Mạnh...	0	Pháp Luật
949	Liên quan đến vụ án có cả nguyên Phó Chủ tịch Hội đồng Giám định Y khoa Hoàng Minh Châu, nguyên Phó Giám đốc Sở Lao động - Thương binh & Xã hội Lã Khắc Mạnh...	Vụ án đó đã làm trấn động một vùng quê đó.	1	Pháp Luật
950	Bà Lâm cũng cho biết tính đúng, tính đủ thì số nợ BHXH của công ty tới tháng 8 năm 2004 đã là 4,8 tỉ đồng.	Bà Lâm cũng thông báo rằng, nếu tính toán đúng và đủ thì số nợ BHXH của công ty đến tháng 8 năm 2004 là 4,8 tỉ đồng.	4	Đời Sống
951	Bà Lâm cũng cho biết tính đúng, tính đủ thì số nợ BHXH của công ty tới tháng 8 năm 2004 đã là 4,8 tỉ đồng.	Bà Lâm phủ nhận thông tin về số nợ BHXH của công ty đến tháng 8 năm 2004 là 4,8 tỉ đồng và không thể xác định số tiền nợ chính xác.	0	Đời Sống
952	Bà Lâm cũng cho biết tính đúng, tính đủ thì số nợ BHXH của công ty tới tháng 8 năm 2004 đã là 4,8 tỉ đồng.	Số tiền mà bà Lâm đang nợ ông Tấn là 8,4 tỉ đồng.	1	Đời Sống
953	Đồng thời, Cục Đăng kiểm Việt Nam cũng sẽ phân loại mức độ nghiệm thu phương tiện cơ giới đường bộ để phân cấp cho các bộ phận chức năng.	 Đồng thời, Cục Đăng kiểm Việt Nam cũng sẽ xem xét việc phân loại mức độ kiểm tra các phương tiện cơ giới đường bộ để phân công cho các bộ phận chức năng.	4	Giao Thông
954	Đồng thời, Cục Đăng kiểm Việt Nam cũng sẽ phân loại mức độ nghiệm thu phương tiện cơ giới đường bộ để phân cấp cho các bộ phận chức năng.	Trái lại, Cục Đăng kiểm Việt Nam không có kế hoạch phân loại mức độ kiểm tra các phương tiện cơ giới đường bộ để phân cấp cho các bộ phận chức năng.	0	Giao Thông
955	Đồng thời, Cục Đăng kiểm Việt Nam cũng sẽ phân loại mức độ nghiệm thu phương tiện cơ giới đường bộ để phân cấp cho các bộ phận chức năng.	Cục Đăng kiểm Việt Nam đang phân loại cho các xe cơ giới đường bộ.	2	Giao Thông
956	Tương tự, với hình thức kinh doanh truyền tiếp đa cấp, sản phẩm Vision được đăng ký là "thực phẩm bổ sung dinh dưỡng", nhưng qua tài liệu tuyên truyền và qua miệng lưỡi của một số hợp tác viên, nó trở thành "thần dược" chữa bách bệnh.	Trong cùng ngữ cảnh, sản phẩm Vision được quảng cáo là "thực phẩm bổ sung dinh dưỡng", nhưng thông qua các phương tiện truyền thông và lời nói của một số đối tác kinh doanh, nó được mô tả như một "thần dược" có khả năng chữa trị nhiều loại bệnh tật.	4	Y Tế
957	Tương tự, với hình thức kinh doanh truyền tiếp đa cấp, sản phẩm Vision được đăng ký là "thực phẩm bổ sung dinh dưỡng", nhưng qua tài liệu tuyên truyền và qua miệng lưỡi của một số hợp tác viên, nó trở thành "thần dược" chữa bách bệnh.	 Dù sản phẩm Vision được đăng ký là "thực phẩm bổ sung dinh dưỡng", các tài liệu quảng cáo và lời nói của các đại lý chỉ nhấn mạnh tính năng dinh dưỡng của nó, không đề cập đến bất kỳ tính năng chữa bệnh nào.	3	Y Tế
958	Tương tự, với hình thức kinh doanh truyền tiếp đa cấp, sản phẩm Vision được đăng ký là "thực phẩm bổ sung dinh dưỡng", nhưng qua tài liệu tuyên truyền và qua miệng lưỡi của một số hợp tác viên, nó trở thành "thần dược" chữa bách bệnh.	Nhân sâm được coi là thần dược có tác dụng rất tốt để tăng cường sức khoẻ con người.	1	Y Tế
959	Hiện thủ tục đã hoàn tất và sẽ triển khai thi công vào cuối tháng mười tới, khi đó tình trạng lún sụt sẽ được khắc phục.	Hiện tại, quá trình hoàn tất thủ tục và sẽ bắt đầu triển khai thi công vào cuối tháng mười, và dự kiến sẽ giải quyết được tình trạng lún sụt.	4	Xây Dựng
960	Hiện thủ tục đã hoàn tất và sẽ triển khai thi công vào cuối tháng mười tới, khi đó tình trạng lún sụt sẽ được khắc phục.	Hiện không có kế hoạch nào để hoàn tất thủ tục và triển khai thi công vào cuối tháng mười, vì vậy tình trạng lún sụt có thể không được khắc phục.	0	Xây Dựng
961	Hiện thủ tục đã hoàn tất và sẽ triển khai thi công vào cuối tháng mười tới, khi đó tình trạng lún sụt sẽ được khắc phục.	Hiện tại chưa có lịch trình cho dự án.	1	Xây Dựng
962	Vài khu vực các hồ Trúc Bạch, Ba Mẫu, Xã Đàn, dọc sông Kim Ngưu... toàn bộ số cây liễu đều có sâu.	Nột số khu vực xung quanh các hồ Trúc Bạch, Ba Mẫu, Xã Đàn và dọc theo sông Kim Ngưu đều bị sâu tấn công, khiến cho toàn bộ số cây liễu trong những khu vực đó đều bị ảnh hưởng.	4	Nông Nghiệp
963	Vài khu vực các hồ Trúc Bạch, Ba Mẫu, Xã Đàn, dọc sông Kim Ngưu... toàn bộ số cây liễu đều có sâu.	Không phải tất cả các khu vực gần các hồ Trúc Bạch, Ba Mẫu, Xã Đàn và dọc theo sông Kim Ngưu đều bị sâu tấn công, và không phải toàn bộ số cây liễu trong những khu vực đó đều bị ảnh hưởng.	2	Nông Nghiệp
964	Vài khu vực các hồ Trúc Bạch, Ba Mẫu, Xã Đàn, dọc sông Kim Ngưu... toàn bộ số cây liễu đều có sâu.	Nhiều cây to lớn bị sâu đụ thủng.	1	Nông Nghiệp
965	Theo ông Việt, tàu KG 1551 TS xuất phát từ Rạch Giá đi Côn Đảo để thu mua hải sản sáng 11 - 9, chở theo 12 người.	Dựa vào ông Việt, tàu KG 1551 TS khởi hành từ Rạch Giá đến Côn Đảo để mua hải sản vào buổi sáng ngày 11 - 9, với 12 người trên tàu.	4	Ngư Nghiệp
966	Theo ông Việt, tàu KG 1551 TS xuất phát từ Rạch Giá đi Côn Đảo để thu mua hải sản sáng 11 - 9, chở theo 12 người.	Dù ông Việt đã nói rằng tàu KG 1551 TS sẽ đi từ Rạch Giá đến Côn Đảo để thu mua hải sản vào sáng 11 - 9 và có 12 người trên tàu, nhưng thực tế lại là tàu này không xuất phát từ Rạch Giá và không có kế hoạch thu mua hải sản.	2	Ngư Nghiệp
967	Theo ông Việt, tàu KG 1551 TS xuất phát từ Rạch Giá đi Côn Đảo để thu mua hải sản sáng 11 - 9, chở theo 12 người.	Đây là con tàu mà người ngư dân thường dùng để vận chuyển những đàn cá mà họ đánh bắt được.	1	Ngư Nghiệp
968	Hội thảo còn kéo dài đến hết ngày 22 - 9 với các phần thảo luận về kinh nghiệm cải cách hành chính và chống tham nhũng của các nước.	Hội thảo tiếp tục diễn ra cho đến ngày 22 - 9 với các buổi thảo luận về kinh nghiệm cải cách hành chính và phòng chống tham nhũng của các quốc gia.	4	Pháp Luật
969	Hội thảo còn kéo dài đến hết ngày 22 - 9 với các phần thảo luận về kinh nghiệm cải cách hành chính và chống tham nhũng của các nước.	 Hội thảo chỉ kéo dài đến ngày 22 - 9 với các phần thảo luận về kinh nghiệm duy trì hệ thống hành chính hiện hành và khuyến khích tham nhũng của các nước.	2	Pháp Luật
970	Hội thảo còn kéo dài đến hết ngày 22 - 9 với các phần thảo luận về kinh nghiệm cải cách hành chính và chống tham nhũng của các nước.	Các cuộc hội thảo thường được kéo dài để có thể đưa ra được nhiều quan điểm và dẫn chứng tốt.	1	Pháp Luật
971	Sau khi chủ đầu tư tổ chức thực hiện, đã có nhiều phản ứng không đồng tình từ các chủ doanh nghiệp, tài xế xe tải và nhân dân khu vực, gây ra dư luận không tốt trong thời gian gần đây.	Sau khi chủ đầu tư tổ chức thực hiện, đã có nhiều phản ứng không tán thành từ các chủ doanh nghiệp, tài xế xe tải và nhân dân khu vực, gây ra ý kiến không tốt trong thời gian gần đây.	4	Đời Sống
